Name,Handle,Timestamp,Verified,Content,Comments,Retweets,Likes,Analytics,Tags,Mentions,Emojis,Profile Image,Tweet Link,Tweet ID
433,@433,2024-10-12T17:53:27.000Z,True,Two absolute goal machines go head-to-head tonight ,115,538,14K,157K,[],[],"['\\U0001f929', '\\U0001f37f']",https://pbs.twimg.com/profile_images/1763123099866681344/ZYNi6xH3_normal.jpg,https://x.com/433/status/1845160870411674029,tweet_id:1845160870411674029
Donald J. Trump,@realDonaldTrump,2024-10-12T19:07:43.000Z,True,". Token Sale goes live on Tuesday morning, October 15th! This is YOUR chance to help shape the future of finance. Be there on Monday, October 14th at 8 AM EST for an Exclusive Spaces to learn more. Join the whitelist today and be ready for Tuesday:",5.1K,6.8K,27K,10M,[],['@WorldLibertyFi'],[],https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://x.com/realDonaldTrump/status/1845179557852377508,tweet_id:1845179557852377508
Marvel Studios,@MarvelStudios,2024-10-12T20:00:00.000Z,True,Waiting for Wednesdays like #AgathaAllAlong is now streaming on .,61,440,4.6K,152K,['#AgathaAllAlong'],['@DisneyPlus'],['\\U0001f440'],https://pbs.twimg.com/profile_images/1837996521809211392/ZPfq2KOE_normal.jpg,https://x.com/MarvelStudios/status/1845192717426467004,tweet_id:1845192717426467004
Telugu Swaggers,@Telugu_Swaggers,2024-10-12T06:31:01.000Z,False,Factsss..,15,148,2.7K,201K,[],[],['\\U0001f4af'],https://pbs.twimg.com/profile_images/1844821497967263747/X-vHejxw_normal.jpg,https://x.com/Telugu_Swaggers/status/1844989128192016573,tweet_id:1844989128192016573
Masculine Notes,@MasculineNotes,2024-10-12T08:02:11.000Z,True,"This is Charles Ingram.

In 2001, he performed the BIGGEST fraud in TV history.

He cheated on Who Wants to Be a Millionaire & got away with £1 million and got caught.

But the police investigation found a very different and sinister story (the story of Charles Ingram):",50,680,9.7K,4.7M,[],[],[],https://pbs.twimg.com/profile_images/1657720696053592067/l2MYt5G9_normal.jpg,https://x.com/MasculineNotes/status/1845012074205688171,tweet_id:1845012074205688171
Creepy.org,@creepydotorg,2024-10-12T11:22:10.000Z,True,Only in New York City.,742,942,21K,2.6M,[],[],[],https://pbs.twimg.com/profile_images/1792860750081331200/nKs91etJ_normal.jpg,https://x.com/creepydotorg/status/1845062399302193160,tweet_id:1845062399302193160
non aesthetic things,@PicturesFoIder,2024-10-12T09:29:45.000Z,True,This guy flew his drone into North Korea from China and took these photos ,1.6K,10K,196K,28M,[],[],['\\U0001f633'],https://pbs.twimg.com/profile_images/989513875124117504/UNMIb20k_normal.jpg,https://x.com/PicturesFoIder/status/1845034109627687376,tweet_id:1845034109627687376
Swati,@swati_senger,2024-10-12T06:57:42.000Z,True,"I recently went on a solo trip to Udaipur for 2.5 days.

Sharing my COMPLETE travel itinerary, all the places you can visit in this beautiful city of lakes at an AFFORDABLE budget!

- Bookmark for your next trip",217,345,4.7K,773K,[],[],['\\U0001f516'],https://pbs.twimg.com/profile_images/1819294063264518145/Zmp06iIi_normal.jpg,https://x.com/swati_senger/status/1844995843226583532,tweet_id:1844995843226583532
Today In History,@historigins,2024-10-11T18:54:48.000Z,True,"Historical photos that you may not have seen before.

I open thread1. Jim Carrey, Christmas 1967.",336,4.4K,128K,15M,[],[],['\\U0001f9f5'],https://pbs.twimg.com/profile_images/1747526766682320896/N9u3ux95_normal.jpg,https://x.com/historigins/status/1844813922718859472,tweet_id:1844813922718859472
Sri Divya,@SDsridivya,2024-10-12T14:47:34.000Z,False,,125,608,7.3K,150K,[],[],"['\\U0001f49b', '\\U0001f49b']",https://pbs.twimg.com/profile_images/1832645605514231808/rEQxkzZp_normal.jpg,https://x.com/SDsridivya/status/1845114089065906341,tweet_id:1845114089065906341
Ihtesham Haider,@ihteshamit,2024-10-12T15:16:23.000Z,True,"Microsoft Excel is used by 99% of businesses.

But most people have no idea how to use it.

Here are 7 hacks you need to know:",47,713,4.4K,1.4M,[],[],[],https://pbs.twimg.com/profile_images/1764739031202406400/eri1v3Bm_normal.jpg,https://x.com/ihteshamit/status/1845121341772661066,tweet_id:1845121341772661066
OnlyBangers,@OnlyBangersEth,2024-10-12T06:22:57.000Z,True,Back when pranks were actually funny,599,9.7K,199K,25M,[],[],[],https://pbs.twimg.com/profile_images/1557040251352260613/5mP9k-JV_normal.jpg,https://x.com/OnlyBangersEth/status/1844987098522096064,tweet_id:1844987098522096064
Neha Sshetty,@iamnehashetty,2024-10-12T13:09:11.000Z,True,Happy Vijayadashami ,51,254,5K,52K,[],[],['\\u2728'],https://pbs.twimg.com/profile_images/1687912070434652160/ozOdQe6z_normal.jpg,https://x.com/iamnehashetty/status/1845089332882710840,tweet_id:1845089332882710840
Ritu Varma,@riturv,2024-10-12T05:58:39.000Z,True,Wishing everyone a very Happy Dussehra!! Let’s celebrate the triumph of light over darkness and good over evil ,77,266,5.4K,60K,[],[],"['\\U0001faf6\\U0001f3fc', '\\u2728', '\\u2728']",https://pbs.twimg.com/profile_images/1836694130313080832/oO4J9Vso_normal.jpg,https://x.com/riturv/status/1844980982782332972,tweet_id:1844980982782332972
Manobala Vijayabalan,@ManobalaV,2024-10-12T08:57:47.000Z,True,BREAKING: #Vettaiyan BEATS #Indian2 WW lifetime ₹154 cr on the 3rd day.,134,1K,5.1K,166K,"['#Vettaiyan', '#Indian2']",[],[],https://pbs.twimg.com/profile_images/868462235911204864/N7zc9yr4_normal.jpg,https://x.com/ManobalaV/status/1845026063211962427,tweet_id:1845026063211962427
ShoneeKapoor,@ShoneeKapoor,2024-10-12T07:59:05.000Z,True,"This is Brad Pitt and Angelina Jolie's daughter.

She removed her #father's last name in front of the world, showing how unique and special she is.

Typical fatherless behaviour.",637,618,3.8K,1.5M,['#father'],[],[],https://pbs.twimg.com/profile_images/1599312503326244865/hC4kBXfX_normal.jpg,https://x.com/ShoneeKapoor/status/1845011290755858870,tweet_id:1845011290755858870
Respectful Memes,@RespectfulMemes,2024-10-11T13:59:00.000Z,True,,387,20K,363K,6.7M,[],[],[],https://pbs.twimg.com/profile_images/800857197697703936/RMfUXdGk_normal.jpg,https://x.com/RespectfulMemes/status/1844739480189555046,tweet_id:1844739480189555046
Vivek Naskar,@vivek_naskar,2024-10-11T15:00:00.000Z,True,“Our employees are not children.” - Spotify,543,9.9K,132K,3.7M,[],[],[],https://pbs.twimg.com/profile_images/1740398594866425856/gMhTs279_normal.jpg,https://x.com/vivek_naskar/status/1844754832315298062,tweet_id:1844754832315298062
Trey,@UTDTrey,2024-10-12T18:31:37.000Z,True,Football didn’t appreciate him enough,395,1.1K,16K,273K,[],[],[],https://pbs.twimg.com/profile_images/1617857952408391681/TUkMzKkF_normal.jpg,https://x.com/UTDTrey/status/1845170475325944283,tweet_id:1845170475325944283
Dr Nimo Yadav Commentary,@niiravmodi,2024-10-12T07:04:44.000Z,True,Things Men do for their Pasandida Mard ,450,1.1K,14K,1.8M,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1542106502910988288/EEtPuRjx_normal.jpg,https://x.com/niiravmodi/status/1844997616905355452,tweet_id:1844997616905355452
The CR7 Timeline.,@TimelineCR7,2024-10-12T21:15:05.000Z,True,Cristiano on Instagram. ,22,274,9.4K,48K,[],[],['\\u2764\\ufe0f'],https://pbs.twimg.com/profile_images/1528775264204906498/oufC8Yu8_normal.jpg,https://x.com/TimelineCR7/status/1845211611696595230,tweet_id:1845211611696595230
Historic Vids,@historyinmemes,2024-10-11T12:29:00.000Z,True,"The Undertaker looks down at medical staff checking on Mankind after he fell, unscripted, through the top of Hell in a Cell into the ring 16ft below in 1998",1.2K,15K,252K,37M,[],[],[],https://pbs.twimg.com/profile_images/1648334723725361152/ev7V1230_normal.jpg,https://x.com/historyinmemes/status/1844716831161942046,tweet_id:1844716831161942046
Nitin Raj,@MrPerfectTech,2024-10-12T06:07:26.000Z,True,My Samsung S22 has finally joined the green revolution.,468,355,9K,486K,[],[],[],https://pbs.twimg.com/profile_images/1795875926913462283/RBX7swd-_normal.jpg,https://x.com/MrPerfectTech/status/1844983196322234673,tweet_id:1844983196322234673
Prince Fynn,@Prince_Fynnd,2024-10-12T11:30:08.000Z,True,"MENSTRUAL CYCLE AND OVULATION PERIOD...

Most ladies don't understand this because of much heavy grammar used to teach it, and we don't listen to our body too. Pls read, start listening to your body for signs and follow the simple analysis/steps for ease of getting pregnant.....",63,2.7K,9.9K,1.4M,[],[],[],https://pbs.twimg.com/profile_images/1685533477570035712/Z97h3-zt_normal.jpg,https://x.com/Prince_Fynnd/status/1845064403244245309,tweet_id:1845064403244245309
DiscussingFilm,@DiscussingFilm,2024-10-12T13:54:42.000Z,True,Today is Hugh Jackman’s 56th birthday!,385,3.4K,43K,835K,[],[],[],https://pbs.twimg.com/profile_images/1706429397467549696/hmvwfChQ_normal.jpg,https://x.com/DiscussingFilm/status/1845100787237613745,tweet_id:1845100787237613745
kira,@kirawontmiss,2024-10-12T03:16:30.000Z,True,i know that was painful ,1.1K,9.4K,123K,11M,[],[],['\\U0001f62d'],https://pbs.twimg.com/profile_images/1636443983990669326/xm-YehdR_normal.jpg,https://x.com/kirawontmiss/status/1844940176532886006,tweet_id:1844940176532886006
ryoh,@ryohzzz,2024-10-11T21:23:03.000Z,True,CHILD PREDATOR JUST GOT KNOCKED OUT WITH A PUMPKIN ,4.9K,19K,258K,32M,[],[],"['\\U0001f62d', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1807655277308891136/LfhXUDDR_normal.jpg,https://x.com/ryohzzz/status/1844851229735759957,tweet_id:1844851229735759957
B/R Football,@brfootball,2024-10-12T20:41:03.000Z,True,Cristiano Ronaldo stopped security so a pitch invader could take a selfie as he was being subbed off ,262,1.7K,19K,553K,[],[],['\\U0001f4f8'],https://pbs.twimg.com/profile_images/1710859925293760512/MLeyvq0O_normal.jpg,https://x.com/brfootball/status/1845203048693629022,tweet_id:1845203048693629022
Burger King,@BurgerKingUK,2024-10-12T11:00:02.000Z,True,"From the screen to the ring, to the pеn, to the king. Where's my crown? That's my bling.",529,3.3K,68K,2.2M,[],[],[],https://pbs.twimg.com/profile_images/1695126092372131843/l3J1P39I_normal.jpg,https://x.com/BurgerKingUK/status/1845056831481151634,tweet_id:1845056831481151634
J.D.,@jdwitherspoon,2024-10-11T19:25:43.000Z,False,We’re in the End-Game Now….,2K,25K,154K,11M,[],[],['\\U0001f633'],https://pbs.twimg.com/profile_images/1752272739183071232/eJvh1Kar_normal.jpg,https://x.com/jdwitherspoon/status/1844821700854350154,tweet_id:1844821700854350154
Let's X OTT GLOBAL,@LetsXOtt,2024-10-12T16:45:25.000Z,True,Actress #Oviya Via Instagram ,111,603,4.2K,469K,['#Oviya'],[],['\\U0001f4f8'],https://pbs.twimg.com/profile_images/1738597116887621632/7lJQgWYH_normal.jpg,https://x.com/LetsXOtt/status/1845143749267247113,tweet_id:1845143749267247113
,@im_sharanV,2024-10-12T09:17:26.000Z,True,You people would have behaved differently if this was uttered by VIJAY.,8,157,945,56K,[],[],[],https://pbs.twimg.com/profile_images/1642499822996590592/6NTWp4uy_normal.jpg,https://x.com/im_sharanV/status/1845031011664453666,tweet_id:1845031011664453666
Football Tweet ,@Football__Tweet,2024-10-12T17:12:00.000Z,True, Bruno Fernandes talking about the type of teammate Paul Pogba was.. ,113,1.2K,21K,377K,[],[],"['\\U0001f5e3\\ufe0f', '\\U0001faf6']",https://pbs.twimg.com/profile_images/1415241922319376386/6avitLxr_normal.jpg,https://x.com/Football__Tweet/status/1845150437957111915,tweet_id:1845150437957111915
Culture Crave,@CultureCrave,2024-10-12T21:12:02.000Z,True,"#TransformersOne crosses $100M at the worldwide box office  

Budget was $75M",82,279,4K,120K,['#TransformersOne'],[],['\\U0001f4b0'],https://pbs.twimg.com/profile_images/1844645811453673472/qxQCJ9FX_normal.jpg,https://x.com/CultureCrave/status/1845210847200805333,tweet_id:1845210847200805333
Pradeep Ranganathan,@pradeeponelife,2024-10-12T12:42:56.000Z,True,Konjam Hot ah#DragonFirstLook#Dragon,173,1.1K,13K,357K,"['#DragonFirstLook', '#Dragon']",[],[],https://pbs.twimg.com/profile_images/1577393943159136256/WalKHa9y_normal.jpg,https://x.com/pradeeponelife/status/1845082725683773875,tweet_id:1845082725683773875
Donald J. Trump,@realDonaldTrump,2024-10-12T19:52:30.000Z,True,NEW CPI DATA,6.3K,23K,81K,8.6M,[],[],"['\\U0001f6a8', '\\U0001f4c8', '\\U0001f4c8', '\\U0001f6a8']",https://pbs.twimg.com/profile_images/874276197357596672/kUuht00m_normal.jpg,https://x.com/realDonaldTrump/status/1845190828764905674,tweet_id:1845190828764905674
Marvel Updates,@Marvel_Updates_,2024-10-11T21:37:25.000Z,True,"Henry Cavill had discussions with Marvel Studios about returning for a major role in the #MCU 

•He is rumored to have accepted the role of Captain Britain

(Source:)",133,1.2K,15K,452K,['#MCU'],['@MyTimeToShineH'],[],https://pbs.twimg.com/profile_images/1784314740203806720/DkVdXGCH_normal.jpg,https://x.com/Marvel_Updates_/status/1844854846647619587,tweet_id:1844854846647619587
Creepy.org,@creepydotorg,2024-10-12T17:06:47.000Z,True,"An 88-page lawsuit has been filed against rapper Kanye West, alleging that he drugged and raped a former assistant at one of Sean ""Diddy"" Combs's parties.",395,438,6.6K,714K,[],[],[],https://pbs.twimg.com/profile_images/1792860750081331200/nKs91etJ_normal.jpg,https://x.com/creepydotorg/status/1845149124749820356,tweet_id:1845149124749820356
433,@433,2024-10-12T19:27:13.000Z,True, TO GO ,124,906,15K,175K,[],[],"['9\\ufe0f\\u20e3', '4\\ufe0f\\u20e3', '\\U0001fae1', '\\U0001f1f5\\U0001f1f9']",https://pbs.twimg.com/profile_images/1763123099866681344/ZYNi6xH3_normal.jpg,https://x.com/433/status/1845184468581220731,tweet_id:1845184468581220731
Moana,@ladynationalist,2024-10-12T06:12:28.000Z,True,she preaches materialism and look at that Christian Dior bag ,722,1K,9.6K,643K,[],[],['\\U0001f921'],https://pbs.twimg.com/profile_images/1686068804919701505/mboc5_0s_normal.jpg,https://x.com/ladynationalist/status/1844984459768328482,tweet_id:1844984459768328482
ज़िन्दगी गुलज़ार है !,@Gulzar_sahab,2024-10-12T07:11:03.000Z,True,India’s Anmol Ratan ,164,4K,36K,940K,[],[],"['\\u2764\\ufe0f', '\\U0001f62d']",https://pbs.twimg.com/profile_images/1108775069537304576/qhJc4VQc_normal.jpg,https://x.com/Gulzar_sahab/status/1844999203816178149,tweet_id:1844999203816178149
Bhagyashri Borse,@bhagyasriiborse,2024-10-12T11:20:05.000Z,False,Happy Dusshera ,58,303,7.4K,110K,[],[],['\\U0001f495'],https://pbs.twimg.com/profile_images/1828444402265522176/lNpbN0GQ_normal.jpg,https://x.com/bhagyasriiborse/status/1845061876557938840,tweet_id:1845061876557938840
HASHIRAMA,@Thesage_lord,2024-10-12T08:04:02.000Z,False,I hope she pays for this crime in this life only,228,2.6K,12K,1.1M,[],[],[],https://pbs.twimg.com/profile_images/1830618676694773760/_mVrRMef_normal.jpg,https://x.com/Thesage_lord/status/1845012537789579295,tweet_id:1845012537789579295
Fukkard,@Fukkard,2024-10-12T07:52:31.000Z,True,"Basic difference between good and bad VFX is knowing how to balance colors and saturation.
If it does not work, everything looks cheap.",468,587,4.5K,390K,[],[],[],https://pbs.twimg.com/profile_images/1592860627785379842/oudRz82M_normal.jpg,https://x.com/Fukkard/status/1845009640079429754,tweet_id:1845009640079429754
Ussama Makdisi,@UssamaMakdisi,2024-10-12T15:26:43.000Z,True,A California sculptor by the name of Laura Harling sent me an image of her latest work.  It is haunting.   Take a look.,139,6.6K,18K,285K,[],[],[],https://pbs.twimg.com/profile_images/1713741171254755328/xVI3epzZ_normal.jpg,https://x.com/UssamaMakdisi/status/1845123942257918111,tweet_id:1845123942257918111
Culture Crave,@CultureCrave,2024-10-12T04:34:33.000Z,True,Here's what's next for the #JohnWick universe ,194,1.6K,11K,562K,['#JohnWick'],[],['\\U0001f4a5'],https://pbs.twimg.com/profile_images/1844645811453673472/qxQCJ9FX_normal.jpg,https://x.com/CultureCrave/status/1844959819209506932,tweet_id:1844959819209506932
Addicted To Memes,@Addictedtomemez,2024-10-12T14:42:43.000Z,True,Bro on Beast Mode #SanjuSamson,1,96,1K,21K,['#SanjuSamson'],[],"['\\u2764', '\\U0001f525']",https://pbs.twimg.com/profile_images/1475097647950139393/bpDClsJm_normal.jpg,https://x.com/Addictedtomemez/status/1845112870713090210,tweet_id:1845112870713090210
BB Mama,@SriniMama1,2024-10-12T13:26:55.000Z,True,"Promo 2 

Host a vachu illa show contestant vachu thaan #biggbosstamil8 #BiggBossTamilSeason8",4,62,1.2K,111K,"['#biggbosstamil8', '#BiggBossTamilSeason8']",[],"['\\U0001f525', '\\U0001f525', '\\U0001f525']",https://pbs.twimg.com/profile_images/1738947265497067520/Sf-otXV-_normal.jpg,https://x.com/SriniMama1/status/1845093795232203046,tweet_id:1845093795232203046
Gladiators zone,@Gladiatorszonee,2024-10-12T12:38:28.000Z,True,"If you want to fix your gut health, here's every tip I could come up with:

1.  Stop drinking alcohol.",60,1.1K,6.3K,2.3M,[],[],[],https://pbs.twimg.com/profile_images/1831253787542953984/fnN-8j4Z_normal.jpg,https://x.com/Gladiatorszonee/status/1845081599777386535,tweet_id:1845081599777386535
Smita Prakash,@smitaprakash,2024-10-12T14:55:29.000Z,True,Archery isn’t everyone’s game,271,533,5.6K,939K,[],[],[],https://pbs.twimg.com/profile_images/1623938431767445504/Ouj5kIx5_normal.jpg,https://x.com/smitaprakash/status/1845116082417291738,tweet_id:1845116082417291738
